Date	observed	5%	95%	BMA	SWAT	HECHMS	hymod	Modified SCS-CN
4/27/2005	5.57	4.51	21.45	4.46	11.88	6.86	7.80	8.07
4/28/2005	4.96	3.06	20.91	3.92	11.27	6.43	7.26	7.67
4/29/2005	4.39	2.55	20.42	3.43	10.76	6.03	6.77	7.27
4/30/2005	3.90	2.00	19.96	2.98	10.35	5.63	6.31	6.90
5/1/2005	3.52	2.36	19.61	2.62	10.04	5.28	6.03	6.72
5/2/2005	3.21	2.69	19.27	2.29	9.78	4.93	5.85	6.58
5/3/2005	2.94	2.01	18.96	1.97	9.55	4.64	5.72	6.26
5/4/2005	2.68	2.31	18.65	1.67	9.36	4.35	5.60	5.96
5/5/2005	2.49	2.14	18.83	1.84	9.20	4.78	5.48	5.68
5/6/2005	4.30	2.29	20.69	3.70	9.12	5.21	6.54	14.47
5/7/2005	11.04	8.78	25.21	8.21	7.89	10.43	8.13	22.85
5/8/2005	14.30	8.03	29.93	12.95	13.02	15.64	9.80	21.51
5/9/2005	15.72	11.78	32.17	15.19	18.41	16.86	11.29	20.20
5/10/2005	15.91	4.36	34.31	17.33	23.42	18.08	12.47	18.98
5/11/2005	14.92	4.65	34.61	17.63	27.22	17.01	13.29	17.84
5/12/2005	12.91	5.43	34.39	17.41	29.36	15.94	13.76	16.77
5/13/2005	10.65	7.19	33.77	16.79	29.91	14.99	13.91	15.77
5/14/2005	8.78	7.19	32.77	15.79	29.23	14.04	13.80	14.83
5/15/2005	8.22	7.35	31.61	14.63	27.70	13.21	13.57	14.04
5/16/2005	7.44	6.63	30.33	13.35	25.71	12.37	13.33	13.43
5/17/2005	6.83	5.90	29.06	12.08	23.44	11.64	13.18	12.98
5/18/2005	7.53	6.22	27.74	10.76	21.07	10.90	13.01	12.46
5/19/2005	9.10	7.49	26.47	9.48	18.81	10.23	12.77	11.74
5/20/2005	9.94	7.68	25.28	8.29	16.79	9.56	12.44	11.07
5/21/2005	9.67	7.02	26.93	9.95	15.11	11.79	12.88	15.15
5/22/2005	10.45	5.32	28.65	11.66	13.71	14.02	13.58	19.05
5/23/2005	11.67	6.62	30.34	13.36	12.50	17.55	14.27	17.90
5/24/2005	12.51	7.80	32.19	15.19	11.70	21.08	14.80	16.83
5/25/2005	12.98	8.54	31.44	14.45	11.44	20.13	15.40	16.57
5/26/2005	12.94	7.21	30.77	13.78	11.38	19.18	15.89	16.38
5/27/2005	12.57	8.96	30.01	13.03	11.90	18.04	16.17	15.40
5/28/2005	11.76	8.72	29.25	12.26	12.37	16.89	16.20	14.49
5/29/2005	10.63	7.39	28.58	11.59	12.78	15.89	16.04	13.65
5/30/2005	9.71	8.01	27.96	10.97	13.01	14.88	15.96	13.43
5/31/2005	9.23	6.51	27.45	10.46	13.08	14.00	16.05	13.64
6/1/2005	9.70	7.11	26.85	9.87	12.96	13.11	16.35	13.75
6/2/2005	11.17	6.66	27.30	10.32	12.84	13.48	17.09	15.11
6/3/2005	13.64	6.28	27.68	10.69	12.60	13.85	18.06	16.29
6/4/2005	17.38	9.30	29.67	12.68	12.38	16.47	19.49	18.30
6/5/2005	22.22	12.40	31.57	14.58	12.01	19.09	21.02	20.07
6/6/2005	27.48	11.33	32.64	15.65	12.78	20.65	22.32	19.07
6/7/2005	32.00	10.20	33.77	16.78	13.84	22.21	23.21	17.92
6/8/2005	34.74	10.78	33.19	16.20	14.92	21.09	23.67	16.86
6/9/2005	35.58	11.42	32.54	15.56	15.71	19.98	23.74	15.88
6/10/2005	34.26	12.26	31.71	14.72	16.08	18.76	23.50	14.99
6/11/2005	32.19	12.22	30.75	13.76	16.03	17.54	22.96	14.14
6/12/2005	29.69	10.17	29.79	12.80	15.62	16.49	22.18	13.31
6/13/2005	26.67	9.20	28.76	11.78	14.95	15.45	21.21	12.54
6/14/2005	23.56	9.16	27.80	10.82	14.19	14.53	20.09	11.81
6/15/2005	20.79	7.12	26.84	9.85	13.41	13.61	18.87	11.13
6/16/2005	17.89	8.01	25.95	8.97	12.65	12.79	17.61	10.49
6/17/2005	14.94	7.87	25.10	8.11	11.95	11.97	16.32	9.90
6/18/2005	12.04	7.63	24.33	7.35	11.29	11.26	15.05	9.34
6/19/2005	9.80	5.02	18.75	5.13	10.70	10.54	13.82	8.82
6/20/2005	8.07	8.32	17.91	4.29	10.18	9.91	12.65	8.33
6/21/2005	6.67	6.06	17.18	3.56	9.74	9.27	11.54	7.87
6/22/2005	5.54	4.78	16.47	2.84	9.35	8.71	10.51	7.43
6/23/2005	4.57	3.38	13.86	0.24	9.02	8.15	9.56	5.43
6/24/2005	3.74	2.95	13.30	0.33	8.72	7.67	8.70	5.07
6/25/2005	3.20	2.79	13.46	0.17	8.51	7.18	8.16	5.16
6/26/2005	3.14	2.41	13.84	0.21	8.30	6.74	7.93	5.35
6/27/2005	3.17	3.50	13.77	0.13	8.14	6.31	7.85	5.11
6/28/2005	2.97	3.61	13.65	0.02	8.08	6.51	8.04	5.09
6/29/2005	3.27	2.05	17.23	3.59	8.00	6.71	9.00	7.78
6/30/2005	4.01	2.61	19.64	6.02	7.97	10.89	10.34	11.72
7/1/2005	4.78	1.84	16.36	2.76	7.75	15.07	11.68	11.15
7/2/2005	4.84	1.58	15.63	2.02	7.79	15.87	12.94	10.59
7/3/2005	4.38	1.25	14.97	1.36	8.17	16.68	13.94	10.08
7/4/2005	4.01	1.57	13.67	0.05	8.75	15.72	14.77	8.02
7/5/2005	4.44	1.81	15.42	1.80	9.31	14.76	15.68	8.40
7/6/2005	4.79	3.50	18.71	5.10	9.76	14.12	16.47	10.28
7/7/2005	4.76	3.29	18.93	5.32	10.11	13.48	17.12	9.76
7/8/2005	4.69	3.02	18.22	4.60	10.37	12.94	17.90	8.53
7/9/2005	4.63	3.99	21.27	7.64	10.45	12.40	18.55	10.42
7/10/2005	4.48	3.54	21.74	8.10	10.61	11.92	19.21	10.24
7/11/2005	4.63	4.11	22.18	8.53	10.69	11.44	19.68	10.13
7/12/2005	4.47	3.30	22.00	8.35	10.69	10.78	19.88	9.53
7/13/2005	4.81	3.34	19.97	6.31	10.66	10.12	19.91	7.51
7/14/2005	5.88	3.56	20.73	7.08	10.60	11.12	20.24	8.62
7/15/2005	6.63	3.97	23.33	9.68	10.50	12.13	20.58	11.21
7/16/2005	7.07	5.95	21.31	7.68	10.56	13.91	20.75	10.56
7/17/2005	7.62	2.01	17.24	3.61	10.54	15.68	20.69	8.35
7/18/2005	7.82	2.31	16.95	3.32	10.49	14.93	20.36	7.80
7/19/2005	7.82	2.20	17.06	3.43	10.37	14.18	20.03	7.60
7/20/2005	7.45	2.07	17.19	3.56	10.19	13.33	19.59	7.41
7/21/2005	6.97	3.78	17.49	3.85	10.00	12.49	19.28	7.32
7/22/2005	6.31	3.52	17.76	4.12	9.73	11.74	19.01	7.27
7/23/2005	5.63	3.37	17.91	4.27	9.53	11.00	18.86	7.07
7/24/2005	4.84	3.34	17.95	4.30	9.27	10.35	18.67	6.86
7/25/2005	4.20	3.64	17.66	4.01	9.06	9.69	18.35	6.41
7/26/2005	3.70	3.03	17.28	3.62	8.86	9.11	17.88	5.98
7/27/2005	3.32	3.04	16.88	3.22	8.67	8.54	17.26	5.59
7/28/2005	2.96	2.29	16.40	2.74	8.48	8.03	16.51	5.22
7/29/2005	2.86	2.14	15.92	2.27	8.29	7.52	15.66	4.88
7/30/2005	2.75	1.09	15.35	1.70	8.11	7.63	14.95	4.78
7/31/2005	2.76	2.69	18.42	4.76	7.95	7.74	15.05	7.32
8/1/2005	3.36	3.16	18.68	5.06	7.73	13.38	15.96	10.60
8/2/2005	4.01	2.15	15.79	2.17	8.21	19.03	17.08	11.04
8/3/2005	4.30	0.01	13.68	0.02	9.05	21.80	18.14	10.32
8/4/2005	4.46	0.09	11.51	2.21	9.81	24.56	18.93	9.64
8/5/2005	4.30	1.34	12.06	1.64	10.40	23.26	19.38	9.01
8/6/2005	4.01	0.64	12.72	0.96	10.77	21.95	19.66	8.59
8/7/2005	4.02	0.54	13.78	0.12	10.89	20.64	19.96	8.56
8/8/2005	4.46	0.89	14.64	0.99	10.82	19.34	20.22	8.44
8/9/2005	4.73	1.23	15.53	1.89	10.64	18.18	20.60	8.42
8/10/2005	4.73	2.68	16.66	3.03	10.23	17.03	21.10	8.62
8/11/2005	4.58	3.26	17.47	3.84	10.76	16.02	21.54	8.38
8/12/2005	4.29	3.22	17.84	4.20	11.25	15.01	21.77	7.86
8/13/2005	4.03	3.89	18.06	4.42	11.67	14.09	21.78	7.37
8/14/2005	3.73	3.27	18.13	4.49	11.90	13.18	21.53	6.91
8/15/2005	3.60	3.33	18.08	4.43	11.93	12.38	21.14	6.52
8/16/2005	3.66	3.26	18.48	4.83	11.75	11.58	20.84	6.53
8/17/2005	3.76	3.21	18.59	4.94	11.32	10.89	20.49	6.46
8/18/2005	3.94	3.56	18.50	4.84	11.63	10.20	20.04	6.04
8/19/2005	4.22	4.11	18.30	4.65	11.89	9.59	19.47	5.64
8/20/2005	4.32	4.25	18.14	4.48	12.06	8.98	18.85	5.31
8/21/2005	4.39	4.89	17.83	4.18	12.08	8.45	18.13	4.99
8/22/2005	4.35	3.71	17.41	3.75	11.90	7.91	17.31	4.66
8/23/2005	4.73	2.24	15.93	2.28	11.54	8.74	16.45	4.36
8/24/2005	6.25	5.56	27.86	14.14	11.13	9.56	17.20	14.24
8/25/2005	7.59	5.69	33.10	19.39	10.03	19.81	18.95	24.16
8/26/2005	7.96	3.56	28.22	14.56	12.28	30.06	20.93	24.90
8/27/2005	7.63	3.45	27.07	13.41	18.14	33.01	22.69	23.33
8/28/2005	7.54	3.15	24.31	10.58	24.87	35.97	24.03	20.30
8/29/2005	8.50	3.69	26.82	13.13	31.12	33.88	24.87	18.97
8/30/2005	10.02	9.56	28.64	14.96	35.76	31.79	25.20	17.72
8/31/2005	11.25	10.11	29.45	15.78	38.33	29.90	25.06	16.55
9/1/2005	11.52	10.14	29.47	15.80	38.97	28.01	24.52	15.46
9/2/2005	10.69	9.40	28.72	15.06	38.10	26.34	23.66	14.44
9/3/2005	9.34	8.24	27.55	13.89	36.15	24.67	22.55	13.49
9/4/2005	7.94	6.30	25.99	12.34	33.56	23.21	21.28	12.60
9/5/2005	6.59	5.91	24.36	10.72	30.69	21.74	19.90	11.77
9/6/2005	5.58	4.61	22.63	9.01	27.77	20.44	18.48	10.99
9/7/2005	4.71	4.23	21.01	7.38	24.96	19.15	17.05	10.26
9/8/2005	4.10	3.77	19.46	5.85	22.41	18.01	15.67	9.59
9/9/2005	3.55	3.13	18.10	4.48	20.12	16.87	14.36	8.96
9/10/2005	3.05	2.40	16.83	3.21	18.13	15.87	13.12	8.37
9/11/2005	2.64	2.48	15.75	2.13	16.41	14.86	11.97	7.82
9/12/2005	2.38	1.50	14.73	1.11	14.91	13.98	10.89	7.30
9/13/2005	2.28	0.68	14.35	0.73	13.63	13.09	10.15	7.11
9/14/2005	4.27	3.10	18.12	4.51	12.53	18.30	10.88	13.26
9/15/2005	10.48	9.77	37.32	23.54	10.35	23.50	18.02	29.85
9/16/2005	15.16	17.00	44.71	30.85	15.91	40.49	27.66	40.71
9/17/2005	17.26	11.97	39.95	25.96	33.37	57.48	37.46	38.12
9/18/2005	18.72	18.25	46.10	32.17	50.97	58.84	46.12	35.71
9/19/2005	19.59	16.99	50.92	36.95	66.22	60.20	53.00	33.45
9/20/2005	19.63	17.00	56.79	42.89	76.79	56.62	57.89	31.33
9/21/2005	20.23	18.28	60.00	46.14	81.89	53.04	60.86	29.33
9/22/2005	20.73	19.96	58.67	44.81	82.06	49.84	62.12	25.93
9/23/2005	19.91	18.76	57.38	43.56	78.50	46.65	61.91	24.22
9/24/2005	18.75	17.98	54.50	40.74	72.50	43.88	60.50	22.62
9/25/2005	17.54	16.47	50.91	37.19	65.19	41.10	58.18	21.13
9/26/2005	16.22	14.59	46.97	33.28	57.52	38.65	55.32	19.83
9/27/2005	14.99	15.06	43.38	29.72	49.79	36.21	52.29	18.89
9/28/2005	13.89	11.35	39.65	26.00	42.49	34.05	49.10	17.91
9/29/2005	12.73	8.64	35.95	22.29	36.01	31.89	45.81	16.73
9/30/2005	11.61	9.24	32.55	18.89	30.44	29.99	42.54	15.66
10/1/2005	10.59	7.28	29.59	15.94	25.80	28.09	39.30	14.66
10/2/2005	9.87	8.46	26.85	13.19	21.98	26.42	36.13	13.69
10/3/2005	9.25	8.81	24.49	10.84	18.88	24.75	33.06	12.79
10/4/2005	8.71	7.95	22.34	8.69	16.38	23.27	30.11	11.94
10/5/2005	8.27	6.76	20.53	6.88	14.44	21.80	27.31	11.15
10/6/2005	9.53	7.89	19.40	5.75	12.71	23.99	25.38	12.68
10/7/2005	16.34	4.68	32.00	18.34	11.40	26.18	27.51	23.75
10/8/2005	31.33	26.53	64.36	49.94	9.57	44.90	41.03	56.07
10/9/2005	49.08	28.21	83.41	68.31	11.21	63.63	58.93	75.25
10/10/2005	78.44	57.92	86.69	72.30	43.00	76.73	76.89	70.50
10/11/2005	109.30	61.66	111.00	75.83	75.39	89.84	92.55	65.97
10/12/2005	123.84	75.21	133.20	89.20	103.80	85.88	104.82	61.76
10/13/2005	127.33	84.21	122.35	98.27	124.00	81.91	113.32	57.82
10/14/2005	121.95	88.87	127.28	103.07	134.30	77.04	118.18	54.12
10/15/2005	112.70	89.21	117.78	103.49	135.70	72.16	119.80	50.66
10/16/2005	102.32	85.73	114.28	100.00	130.10	67.87	118.67	47.43
10/17/2005	92.78	80.03	108.47	94.25	120.10	63.57	115.37	44.42
10/18/2005	83.82	72.55	100.82	86.69	107.50	59.79	110.41	41.60
10/19/2005	75.79	64.49	92.61	78.55	94.02	56.00	104.27	38.97
10/20/2005	68.62	56.08	84.07	70.07	80.79	52.67	97.37	36.51
10/21/2005	62.01	48.02	75.92	61.97	68.48	49.33	90.05	34.21
10/22/2005	55.50	44.59	72.40	58.50	57.51	49.07	83.41	36.79
10/23/2005	49.08	41.79	69.58	55.68	48.08	48.80	77.18	39.29
10/24/2005	45.21	33.84	61.59	47.71	39.26	52.28	71.77	39.37
10/25/2005	43.04	26.83	54.66	40.74	32.44	55.76	66.81	39.50
10/26/2005	40.49	20.87	48.70	34.78	31.01	56.29	62.10	37.02
10/27/2005	38.42	16.04	43.89	29.96	31.52	56.82	57.63	34.79
10/28/2005	36.62	14.65	42.34	28.49	32.79	53.69	53.40	32.82
10/29/2005	34.07	13.30	40.87	27.08	33.97	50.57	49.34	30.87
10/30/2005	30.87	11.78	39.25	25.51	34.65	47.56	45.42	28.96
10/31/2005	27.99	10.15	37.55	23.84	34.52	44.55	41.64	27.17
11/1/2005	25.37	18.15	35.51	21.83	33.62	41.90	38.01	25.49
11/2/2005	22.96	16.20	33.53	19.86	32.19	39.24	34.58	23.94
11/3/2005	21.15	14.07	31.39	17.73	30.42	36.91	31.35	22.48
11/4/2005	19.43	12.11	29.40	15.75	28.49	34.57	28.33	21.12
11/5/2005	17.92	10.11	27.40	13.75	26.53	32.51	25.53	19.84
11/6/2005	16.38	11.67	25.60	11.96	24.62	30.46	22.94	18.65
11/7/2005	15.04	9.40	23.88	10.24	22.82	28.64	20.57	17.54
11/8/2005	13.79	6.90	22.37	8.73	21.15	26.83	18.41	16.50
11/9/2005	12.61	6.33	20.93	7.30	19.62	25.23	16.46	15.53
11/10/2005	11.53	7.58	19.68	6.04	18.17	23.64	14.71	14.62
11/11/2005	10.64	8.77	18.48	4.85	16.83	22.23	13.14	13.77
11/12/2005	9.83	9.75	17.50	3.87	15.67	20.82	11.74	12.98
11/13/2005	9.15	2.66	16.59	2.96	14.67	19.58	10.50	12.24
11/14/2005	8.56	1.40	15.84	2.21	13.80	18.34	9.40	11.55
11/15/2005	8.09	1.09	15.16	1.53	13.04	17.25	8.46	10.91
11/16/2005	7.61	1.49	14.75	1.12	12.37	16.16	7.74	10.39
11/17/2005	7.12	1.79	14.44	0.82	11.79	15.12	7.17	9.91
11/18/2005	6.66	1.09	14.14	0.52	11.28	14.07	6.70	9.37
11/19/2005	6.18	0.44	13.79	0.17	10.83	13.23	6.30	8.87
11/20/2005	5.78	0.07	13.58	0.04	10.44	12.39	5.99	8.43
11/21/2005	7.07	0.02	15.02	1.41	10.10	14.39	6.31	10.75
11/22/2005	10.85	7.60	25.74	12.07	9.78	16.38	8.05	19.99
11/23/2005	13.59	12.75	30.20	16.47	8.85	21.29	10.31	25.91
11/24/2005	15.46	10.24	27.58	13.90	14.21	26.20	12.57	24.33
11/25/2005	16.43	11.87	29.16	15.51	20.26	25.69	14.52	22.85
11/26/2005	16.74	13.40	30.69	17.04	26.30	25.19	16.02	21.47
11/27/2005	16.63	15.21	32.51	18.86	31.13	23.75	17.11	20.27
11/28/2005	18.53	18.00	35.33	21.66	34.14	22.32	18.09	20.46
11/29/2005	20.39	19.12	36.47	22.79	35.09	21.88	18.82	20.58
11/30/2005	20.27	20.06	38.96	25.26	35.84	21.44	19.65	21.81
12/1/2005	21.46	18.87	39.24	25.55	35.56	23.29	20.31	22.98
12/2/2005	21.42	19.16	36.47	22.81	36.04	25.15	20.69	21.59
12/3/2005	21.96	17.98	35.28	21.63	36.35	24.75	20.75	20.29
12/4/2005	21.97	16.74	34.04	20.39	36.50	24.36	20.52	19.10
12/5/2005	21.85	16.14	33.44	19.78	36.15	22.93	20.07	18.04
12/6/2005	21.38	16.80	34.10	20.45	35.13	21.49	19.69	18.17
12/7/2005	20.85	17.00	34.30	20.65	33.54	20.31	19.25	18.27
12/8/2005	20.88	15.71	33.00	19.35	31.98	19.13	18.69	17.20
12/9/2005	20.62	14.98	32.27	18.62	30.45	17.93	18.14	16.56
12/10/2005	20.52	14.35	31.64	17.99	29.00	16.73	17.56	15.99
12/11/2005	20.44	13.36	30.65	17.00	28.13	15.73	16.91	15.09
12/12/2005	19.95	12.39	29.69	16.04	27.36	14.74	16.17	14.22
12/13/2005	18.93	11.37	28.67	15.02	26.52	13.86	15.37	13.41
12/14/2005	18.04	10.35	27.65	14.00	25.54	12.98	14.52	12.66
12/15/2005	17.89	10.58	26.71	13.07	24.37	12.72	13.77	12.36
12/16/2005	18.36	13.19	30.56	16.87	23.07	12.46	13.52	15.74
12/17/2005	18.41	13.00	30.30	16.65	21.31	16.61	13.47	18.52
12/18/2005	19.02	13.59	41.19	27.38	21.81	20.77	15.43	28.76
12/19/2005	21.26	21.06	49.52	35.56	22.40	27.93	18.15	38.41
12/20/2005	24.60	16.53	44.10	30.32	27.01	35.09	20.89	36.05
12/21/2005	26.67	16.44	43.91	30.17	32.49	35.60	23.22	33.80
12/22/2005	28.17	16.40	43.83	30.11	38.37	36.12	24.94	31.71
12/23/2005	30.11	17.81	45.24	31.52	43.30	33.97	26.01	29.75
12/24/2005	31.71	18.47	45.91	32.19	46.51	31.82	26.46	27.92
12/25/2005	33.98	19.43	46.90	33.16	47.87	29.93	26.50	27.18
12/26/2005	37.10	19.70	47.19	33.44	47.45	28.03	26.19	26.53
12/27/2005	41.91	18.51	45.99	32.24	47.03	26.37	25.53	24.95
12/28/2005	45.31	17.07	44.54	30.80	46.01	24.70	24.59	23.44
12/29/2005	48.14	21.67	49.26	35.46	44.50	26.10	23.95	28.67
12/30/2005	49.55	25.58	53.34	39.46	42.21	27.50	23.36	33.58
12/31/2005	49.08	22.54	50.18	36.36	41.57	27.50	22.70	31.50
